scan_date,equity,cash,positions,holdings
2025-11-26,2.359900329192784,0.008219668875952602,6,"ACMR, CENX, ALGT, HL, WDC, AMKR"
2025-11-28,2.4255782718510224,0.008219668875952602,6,"ACMR, CENX, ALGT, HL, WDC, AMKR"
2025-12-01,2.4409538707214935,0.008219668875952602,6,"ACMR, CENX, ALGT, HL, WDC, AMKR"
2025-12-02,2.4802037608434837,0.008219668875952602,6,"ACMR, CENX, ALGT, HL, WDC, AMKR"
2025-12-03,2.5451889195143957,0.008219668875952602,6,"ACMR, CENX, ALGT, HL, WDC, AMKR"
2025-12-04,2.5415283048672563,0.008219668875952602,6,"ACMR, CENX, ALGT, HL, WDC, AMKR"
2025-12-05,2.5907827716862055,0.008219668875952602,6,"ACMR, CENX, ALGT, HL, WDC, AMKR"
2025-12-08,2.5903179246017762,0.008219668875952602,6,"ACMR, CENX, ALGT, HL, WDC, AMKR"
2025-12-09,2.6205788756839397,0.008219668875952602,6,"ACMR, CENX, ALGT, HL, WDC, AMKR"
2025-12-10,2.7087993617923463,0.008219668875952602,6,"ACMR, CENX, ALGT, HL, WDC, AMKR"
2025-12-11,2.8190323623087856,0.008219668875952602,6,"ACMR, CENX, ALGT, HL, WDC, AMKR"
2025-12-12,2.7332188021610406,0.008219668875952602,6,"ACMR, CENX, ALGT, HL, WDC, AMKR"
2025-12-15,2.7137553120493374,0.008219668875952602,6,"ACMR, CENX, ALGT, HL, WDC, AMKR"
2025-12-16,2.6849800457489232,0.008219668875952602,6,"ACMR, CENX, ALGT, HL, WDC, AMKR"
2025-12-17,2.650058014209267,0.008219668875952602,6,"ACMR, CENX, ALGT, HL, WDC, AMKR"
2025-12-18,2.6965176079417637,0.008219668875952602,6,"ACMR, CENX, ALGT, HL, WDC, AMKR"
2025-12-19,2.791294027000749,0.008219668875952602,6,"ACMR, CENX, ALGT, HL, WDC, AMKR"
2025-12-22,2.8332268717785425,0.008219668875952602,6,"ACMR, CENX, ALGT, HL, WDC, AMKR"
2025-12-23,2.8333378187231473,0.010722095817675137,6,"HL, WDC, AMKR, AMR, CIEN, ALB"
2025-12-24,2.827786588853348,0.0,6,"AMR, CIEN, ALB, CENX, ALGT, RUN"
2025-12-26,2.8468318951659817,0.0,6,"AMR, CIEN, ALB, CENX, ALGT, RUN"
2025-12-29,2.793895669672697,0.0,6,"AMR, CIEN, ALB, CENX, ALGT, RUN"
2025-12-30,2.782437865347066,0.0,6,"AMR, CIEN, ALB, CENX, ALGT, RUN"
2025-12-31,2.7356964742955023,0.0,6,"AMR, CIEN, ALB, CENX, ALGT, RUN"
2026-01-02,2.8351893015941747,0.0,6,"AMR, CIEN, ALB, CENX, ALGT, RUN"
2026-01-05,2.840670503011097,0.0,6,"AMR, CIEN, ALB, CENX, ALGT, RUN"
2026-01-06,2.9342380565985384,0.0,6,"AMR, CIEN, ALB, CENX, ALGT, RUN"
2026-01-07,2.963745125090606,0.0,6,"AMR, CIEN, ALB, CENX, ALGT, RUN"
2026-01-08,2.929642612360653,0.0,6,"AMR, CIEN, ALB, CENX, ALGT, RUN"
2026-01-09,3.014015697705399,0.0,6,"AMR, CIEN, ALB, CENX, ALGT, RUN"
2026-01-12,3.0570037084117647,0.0,6,"AMR, CIEN, ALB, CENX, ALGT, RUN"
2026-01-13,3.0594417566176566,0.0,6,"AMR, CIEN, ALB, CENX, ALGT, RUN"
2026-01-14,3.085384161126557,0.0,6,"AMR, CIEN, ALB, CENX, ALGT, RUN"
2026-01-15,3.100324454408389,0.0,6,"AMR, CIEN, ALB, CENX, ALGT, RUN"
2026-01-16,3.0393420365464783,0.0,6,"AMR, CIEN, ALB, CENX, ALGT, RUN"
2026-01-20,3.010986525204605,0.05075002494393277,6,"CENX, ALGT, RUN, ICHR, LITE, WDC"
2026-01-21,3.1389594052584067,0.0,6,"ICHR, LITE, WDC, TTMI, FORM, MKSI"
2026-01-22,3.104843248198416,0.0,6,"ICHR, LITE, WDC, TTMI, FORM, MKSI"
2026-01-23,2.9654239726112994,0.0,6,"ICHR, LITE, WDC, TTMI, FORM, MKSI"
2026-01-26,2.9589864647657778,0.0,6,"ICHR, LITE, WDC, TTMI, FORM, MKSI"
2026-01-27,3.068729026107446,0.0,6,"ICHR, LITE, WDC, TTMI, FORM, MKSI"
2026-01-28,3.17228702130865,0.0,6,"ICHR, LITE, WDC, TTMI, FORM, MKSI"
2026-01-29,3.2216603735889238,0.0,6,"ICHR, LITE, WDC, TTMI, FORM, MKSI"
2026-01-30,3.0934749707717035,0.0,6,"ICHR, LITE, WDC, TTMI, FORM, MKSI"
2026-02-02,3.220543477779674,0.0,6,"ICHR, LITE, WDC, TTMI, FORM, MKSI"
2026-02-03,3.3074317785631693,0.0,6,"ICHR, LITE, WDC, TTMI, FORM, MKSI"
2026-02-04,3.164080595214409,0.0,6,"ICHR, LITE, WDC, TTMI, FORM, MKSI"
2026-02-05,3.279643082393103,0.0,6,"ICHR, LITE, WDC, TTMI, FORM, MKSI"
2026-02-06,3.5641641313634493,0.0,6,"ICHR, LITE, WDC, TTMI, FORM, MKSI"
2026-02-09,3.6820618034904564,0.0,6,"ICHR, LITE, WDC, TTMI, FORM, MKSI"
2026-02-10,3.762322446290663,0.0,6,"ICHR, LITE, WDC, TTMI, FORM, MKSI"
2026-02-11,3.865951673445906,0.0,6,"ICHR, LITE, WDC, TTMI, FORM, MKSI"
2026-02-12,3.8081352735431278,0.0,6,"ICHR, LITE, WDC, TTMI, FORM, MKSI"
2026-02-13,3.861527210175361,0.0,6,"ICHR, LITE, WDC, TTMI, FORM, MKSI"
2026-02-17,3.9169185154692707,0.29807541486891553,6,"TTMI, FORM, MKSI, TPL, CENX, AGX"
2026-02-18,3.951762840453867,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
2026-02-19,4.113409712608475,0.0,6,"TPL, CENX, AGX, SNDK, MU, CIEN"
